Model Label,Model ID,Model Size,Developer,ID,Category,Difficulty,Prompt,Reference Answer,Response,Latency,Generated Tokens,Response Length,Tokens/sec,GPU Peak Memory GB,CPU Process Memory GB,BERTScore Precision,BERTScore Recall,BERTScore F1,ROUGE-1,ROUGE-2,ROUGE-L,BLEU,Inference Cost Score,Accuracy,Relevance,Completeness,Helpfulness
Microsoft Phi-3 Mini,microsoft/Phi-3-mini-4k-instruct,3.8B,Microsoft,93,Security & Privacy,Medium,How do I customize my session timeout settings?,"Go to Settings > Security, navigate to Session Management, and set the duration of inactivity required before the app automatically logs you out.","To customize your session timeout settings, please follow these steps:

1. Log in to your account.
2. Navigate to the 'Settings' or 'Preferences' section.
3. Look for 'Session Settings' or 'Session Management' within the settings menu.
4. Adjust the desired session timeout duration according to your preference.
5. Save your changes.

Please note that the exact steps may vary depending on the platform or service you are using. If you need further assistance, please let us know the specific service you are referring to.",4.655650604999892,120,84,25.7751300905457,7.186855316162109,2.902057647705078,0.84414816,0.88974816,0.86634856,0.22641509433962262,0.038461538461538464,0.20754716981132076,0.0033738343078587568,33.45948730073681,,,,
Microsoft Phi-3 Mini,microsoft/Phi-3-mini-4k-instruct,3.8B,Microsoft,94,Security & Privacy,Easy,I logged into my account from a public computer and forgot to log out. What do I do?,"Go to Security settings from a secure device, view 'Active Sessions', and click 'Log Out of All Devices' to terminate all active sessions.","If you've logged into your account from a public computer and forgot to log out, you should immediately change your password to secure your account. Here's what you can do:

1. Access your account from a different, secure device.
2. Navigate to the account settings or security section.
3. Look for an option to change your password.
4. Follow the prompts to create a new, strong password.
5. Consider enabling two-factor authentication for added security.

Remember to log out of your account from the public computer as soon as possible to prevent unauthorized access.",5.154047811000055,133,94,25.80496046547027,7.233949661254883,2.902057647705078,0.8362944,0.87333554,0.8544137,0.2,0.0847457627118644,0.16666666666666666,0.00574992912219087,37.28412241647532,,,,
Microsoft Phi-3 Mini,microsoft/Phi-3-mini-4k-instruct,3.8B,Microsoft,95,Security & Privacy,Easy,How can I disable tracking cookies on your website?,"Click on the cookie settings banner at the bottom of the page or go to Privacy Settings, and toggle off non-essential tracking cookies.","To disable tracking cookies on our website, please follow these steps:

1. Open your browser settings.
2. Navigate to the Privacy or Cookies section.
3. Look for an option to block or manage cookies.
4. Enable the setting to block or reject third-party cookies.
5. Save your changes.

Please note that some websites may require cookies for certain functionalities. Disabling cookies may affect your browsing experience on our site.",4.004572246999942,102,69,25.470885205383457,7.180057525634766,2.9020614624023438,0.8089931,0.8553124,0.8315083,0.23404255319148934,0.021739130434782608,0.14893617021276595,0.004431271006658827,28.753059099020057,,,,
Microsoft Phi-3 Mini,microsoft/Phi-3-mini-4k-instruct,3.8B,Microsoft,96,Security & Privacy,Medium,How do I revoke API token access for a third-party app I no longer use?,"Go to Settings > Authorized Apps, find the application you wish to disconnect, and click 'Revoke Access'.","To revoke API token access for a third-party app you no longer use, follow these steps:

1. Log in to your account on the platform where the API token was issued (e.g., GitHub, Twilio, etc.).
2. Navigate to the settings or developer section of the platform.
3. Locate the section for API tokens or access tokens.
4. Find the specific API token associated with the third-party app you want to revoke access for.
5. Click on the ""Revoke"" or ""Delete"" button next to the API token.
6. Confirm the revocation if prompted.

After completing these steps, the third-party app",5.800379983000084,150,99,25.860374740900458,7.233949661254883,2.9020652770996094,0.8389342,0.8968155,0.86690974,0.16806722689075632,0.034188034188034185,0.13445378151260504,0.002579520231407154,41.95965681317306,,,,
Microsoft Phi-3 Mini,microsoft/Phi-3-mini-4k-instruct,3.8B,Microsoft,97,Security & Privacy,Medium,I received an alert that my account was logged into from an unrecognized device.,"If this was not you, change your password immediately, verify your account details are correct, and log out of other active sessions in Security settings.","Dear Customer,


Thank you for reaching out. I understand your concern regarding the alert about an unrecognized device accessing your account. For your security, I recommend immediately changing your password and reviewing your account's recent activity. If you have not authorized this access, please contact our support team to investigate further and secure your account.


Best regards,

[Your Company's Support Team]",3.4689323689999583,89,61,25.656308781153143,7.177791595458984,2.9020652770996094,0.83345616,0.87408125,0.85328543,0.3181818181818182,0.06976744186046512,0.18181818181818182,0.008646378385698946,24.899273603423524,,,,
Microsoft Phi-3 Mini,microsoft/Phi-3-mini-4k-instruct,3.8B,Microsoft,98,Security & Privacy,Easy,What are your requirements for creating a secure password?,"Passwords must be at least 12 characters long and include a mix of uppercase and lowercase letters, numbers, and special characters.","To create a secure password, you should follow these guidelines:

1. Length: Your password should be at least 12 characters long.
2. Complexity: Use a mix of uppercase and lowercase letters, numbers, and special characters.
3. Unpredictability: Avoid using easily guessable information, such as your name, birthdate, or common words.
4. Uniqueness: Use a different password for each account or service.
5. Password manager: Consider using a password manager to generate and store complex passwords securely.",4.741087438000022,121,76,25.521571070421466,7.187232971191406,2.902149200439453,0.8515755,0.9417387,0.8943905,0.3917525773195877,0.31578947368421056,0.3711340206185567,0.1745147710745471,34.07529995369515,,,,
Microsoft Phi-3 Mini,microsoft/Phi-3-mini-4k-instruct,3.8B,Microsoft,99,Security & Privacy,Hard,Someone has logged into my account and changed the 2FA key. How can I log them out?,Please submit an emergency account lock request via our login help page. We will freeze active sessions and initiate identity verification.,"To log out a user who has changed your 2FA key, you will need to follow these steps:

1. Go to your account settings.
2. Navigate to the security or 2FA section.
3. Find the option to remove or disable the user's access.
4. Confirm the action and wait for the user to be logged out.

If you are unable to access your account settings, please contact our customer support team for further assistance.",3.9817808210000294,103,74,25.867822622675504,7.184967041015625,2.9022140502929688,0.83466595,0.869985,0.85195965,0.10416666666666667,0.0,0.041666666666666664,0.003469194439174961,28.608963963433347,,,,
Microsoft Phi-3 Mini,microsoft/Phi-3-mini-4k-instruct,3.8B,Microsoft,100,Security & Privacy,Medium,Is my personal data encrypted when stored on your servers?,"Yes, all customer data is encrypted in transit using TLS 1.3 and at rest using AES-256 encryption standards to ensure data privacy.","Yes, your personal data is encrypted when stored on our servers. We use industry-standard encryption protocols to ensure the security and privacy of your information.",1.2657317120001608,33,25,26.071875806802737,7.1543755531311035,2.9022140502929688,0.9155745,0.90116334,0.9083117,0.43999999999999995,0.12499999999999997,0.35999999999999993,0.05302459604351236,9.055520017156729,,,,
Google Gemma-2-2B-IT,google/gemma-2-2b-it,2B,Google,1,Account Management,Easy,I forgot my password. How can I reset it?,"Click the ""Forgot Password"" option on the login page, enter your registered email address, and follow the instructions in the password reset email.","To reset your password, please follow these steps:

1. **Go to our website:** [Insert website address here]
2. **Click on ""Forgot Password"" or a similar link.**
3. **Enter your email address or username.**
4. **Follow the instructions to receive a password reset link.** 
5. **Click the link and follow the prompts to create a new password.** 


If you continue to have trouble, please contact our support team at [Insert support email address or phone number here].",5.189790085000141,111,76,21.388148303111375,4.895500183105469,3.177532196044922,0.8304497,0.9103216,0.8685533,0.3434343434343434,0.16494845360824745,0.26262626262626265,0.021434876237106472,25.406618311397136,,,,
Google Gemma-2-2B-IT,google/gemma-2-2b-it,2B,Google,2,Account Management,Easy,I can't log into my account.,"Verify your email and password are correct. If the issue continues, use the password reset option or contact support.","I understand you're having trouble logging in.  To help me troubleshoot, could you please tell me:

* **What type of account is it?** (e.g., email, social media, online service)
* **What error message are you seeing?** 
* **Have you tried any troubleshooting steps already?** (e.g., checking your password, clearing your browser cache) 


The more information you provide, the better I can assist you.",4.50445197099998,102,63,22.64426408732607,4.8944091796875,3.177623748779297,0.78950423,0.8393975,0.8136867,0.14634146341463414,0.0,0.0975609756097561,0.0038060718506189493,22.046631076323756,,,,
Google Gemma-2-2B-IT,google/gemma-2-2b-it,2B,Google,3,Account Management,Easy,My account is locked. What should I do?,Wait for the lock period to expire or contact customer support to verify your identity and unlock the account.,"I understand your account is locked.  To help me assist you, could you please tell me:

* **What type of account is it?** (e.g., bank, email, online store)
* **What is the reason you believe it's locked?** (e.g., forgot password, suspicious activity)

Once I have this information, I can guide you through the steps to unlock your account.",3.994625312999915,91,58,22.780609661650622,4.8934173583984375,3.178325653076172,0.8122251,0.8744765,0.84220207,0.20512820512820512,0.0,0.1282051282051282,0.004926907641268069,19.547368846931576,,,,
Google Gemma-2-2B-IT,google/gemma-2-2b-it,2B,Google,4,Account Management,Easy,How do I change my email address?,"Go to your account settings, update your email address, and verify the new email using the confirmation link.","To change your email address, you'll need to follow these steps:

1. **Log in** to your account.
2. **Navigate** to your account settings.
3. **Locate** the ""Email Address"" or ""Account Information"" section.
4. **Enter** your new email address.
5. **Confirm** the change. 

Please note that this may require some time for the change to be processed. 

If you need further assistance, please contact our support team.",4.7597415959999125,109,66,22.900402847836027,4.8950042724609375,3.1783676147460938,0.8279054,0.9118762,0.8678644,0.2823529411764706,0.14457831325301207,0.21176470588235297,0.027574366655649964,23.298955448229613,,,,
Google Gemma-2-2B-IT,google/gemma-2-2b-it,2B,Google,5,Account Management,Medium,"I changed my email yesterday, and now I can't sign in.","Try logging in with your new email address. If the problem continues, contact support to verify your account and restore access.","I understand you're having trouble signing in after changing your email address.  

To help me troubleshoot, could you please tell me:

* **What email address are you trying to use?**
* **What is the error message you're seeing?** 

Once I have this information, I can guide you through the next steps.",3.279659692999985,75,51,22.868226285817986,4.892324447631836,3.178394317626953,0.80887324,0.8643951,0.83571297,0.16666666666666666,0.02857142857142857,0.1388888888888889,0.01000100025007503,16.04515929597655,,,,
Google Gemma-2-2B-IT,google/gemma-2-2b-it,2B,Google,6,Account Management,Medium,I never received the verification email after signing up.,"Check your spam folder, confirm the email address was entered correctly, and request a new verification email.","I understand you haven't received the verification email after signing up.  

To help me investigate, could you please provide:

* **Your email address:**  This will help me locate your account.
* **The date and time you signed up:** This will help me narrow down the timeframe.

Once I have this information, I can look into the issue and get you verified as quickly as possible.",3.805488030000106,87,65,22.861719525628775,4.8930206298828125,3.1784210205078125,0.8180131,0.8716728,0.8439909,0.17283950617283952,0.05063291139240506,0.09876543209876543,0.004188283864570021,18.620331437562623,,,,
Google Gemma-2-2B-IT,google/gemma-2-2b-it,2B,Google,7,Account Management,Medium,I accidentally deleted my account. Can I recover it?,Contact customer support immediately. Account recovery may be possible depending on company policies and the time since deletion.,"I understand you accidentally deleted your account. Unfortunately, account recovery is not always possible. 

**To see if recovery is possible, please provide me with:**

* **The email address or username associated with the account.**
* **Any other information you remember about the account.**

I'll do my best to help you!",3.0994506859999547,71,50,22.907284933005396,4.891530990600586,3.1784820556640625,0.8228066,0.8781017,0.8495554,0.1492537313432836,0.03076923076923077,0.11940298507462686,0.004361453072458876,15.161059084407023,,,,
Google Gemma-2-2B-IT,google/gemma-2-2b-it,2B,Google,8,Account Management,Medium,Someone changed my account details without my permission.,Secure your account by resetting your password immediately and contact support to investigate unauthorized access.,"I understand this is a serious issue. To help me investigate, could you please provide me with the following information:

* **What specific account details were changed?** (e.g., email address, phone number, password)
* **When did you first notice the changes?**
* **Have you changed your password recently?**
* **Do you have any recent activity on your account that might be suspicious?**

Once I have this information, I can guide you through the next steps to secure your account.",4.8371934150000016,111,79,22.94719075234662,4.895301818847656,3.1784934997558594,0.7885024,0.8305215,0.80896664,0.15384615384615383,0.06741573033707865,0.0879120879120879,0.007256772316020241,23.679521722567415,,,,
Google Gemma-2-2B-IT,google/gemma-2-2b-it,2B,Google,9,Account Management,Hard,"I upgraded my subscription, changed my email, and now I can't log in or receive password reset emails.","Verify your identity with customer support so they can restore your account, update your email, and preserve your subscription information.","I understand you're having trouble logging in after upgrading your subscription and changing your email.  

To help me troubleshoot, could you please provide:

* **Your old email address:** This will help me verify your account.
* **The new email address you used:**  This will help me confirm the change.
* **The type of subscription you upgraded to:** This will help me understand the specific account settings.

Once I have this information, I can investigate the issue and provide a solution.",4.680351296000026,106,80,22.64787262669597,4.8961944580078125,3.1784934997558594,0.8181925,0.8809577,0.84841585,0.22448979591836735,0.08333333333333334,0.14285714285714285,0.006305393737187353,22.915910077005012,,,,
Google Gemma-2-2B-IT,google/gemma-2-2b-it,2B,Google,10,Account Management,Hard,I lost access to both my email and two-factor authentication. How can I recover my account?,Contact customer support with proof of identity. Recovery usually requires identity verification before restoring account access.,"I understand you've lost access to both your email and two-factor authentication.  To recover your account, please follow these steps:

1. **Visit the account recovery page:**  [Link to your account recovery page]
2. **Provide the necessary information:** You'll need to verify your identity by providing information like your email address, phone number, or other details.
3. **Follow the instructions:** The page will guide you through the recovery process. This may involve receiving a verification code or answering security questions.

If you're still having trouble, please contact our support team for further assistance.",5.7194903279998925,130,92,22.729297987196883,4.898289680480957,3.178619384765625,0.81337553,0.89574075,0.8525735,0.12500000000000003,0.0,0.05357142857142857,0.002779070498146936,28.015720451252516,,,,
Google Gemma-2-2B-IT,google/gemma-2-2b-it,2B,Google,11,Account Management,Easy,How do I link my account to Facebook or Google?,"Go to Account Settings, navigate to Linked Accounts, and select the service you want to link. Follow the authentication prompts to complete the link.","To link your account to Facebook or Google, you'll need to follow these steps:

**For Facebook:**

1. **Go to your account settings:**  Look for the settings icon (usually a gear or cogwheel) in the top right corner of the website.
2. **Select ""Connect with Facebook"":**  You'll usually find this option under ""Account"" or ""Settings"".
3. **Log in with your Facebook credentials:**  You'll be redirected to Facebook's login page.
4. **Authorize the connection:**  Grant permission for the website to access your Facebook information.

**For Google:**

1. **Go to your account settings:**  Look for the settings icon (usually",6.463210018000154,150,96,23.208281888140313,4.899467468261719,3.178722381591797,0.8038949,0.8844982,0.84227246,0.24193548387096772,0.04918032786885246,0.16129032258064516,0.003061068863829116,31.666287223734994,,,,
Google Gemma-2-2B-IT,google/gemma-2-2b-it,2B,Google,12,Account Management,Easy,How can I permanently delete my account?,"Go to your account settings, select 'Delete Account' or 'Close Account', and confirm the action. Note that this action is permanent and cannot be undone.","To permanently delete your account, please follow these steps:

1. **Log in** to your account.
2. **Navigate** to your account settings.
3. **Look for** an option to ""Delete Account"" or ""Close Account.""
4. **Follow the instructions** provided to complete the deletion process. 

Please note that this process is irreversible.",3.4274250500000107,80,49,23.341137685855376,4.892126083374023,3.1787261962890625,0.86171687,0.92009413,0.8899492,0.40540540540540543,0.25,0.37837837837837834,0.026210756672153043,16.76739548591457,,,,
Google Gemma-2-2B-IT,google/gemma-2-2b-it,2B,Google,13,Account Management,Medium,I have two accounts by mistake. Can I merge them?,"Accounts cannot be merged directly. Please decide which account you wish to keep, and transfer any data or subscription manually, or contact support for help with paid features.","Unfortunately, I can't directly merge accounts.  To merge accounts, you'll need to contact our customer support team. They can help you determine if merging is possible and guide you through the process. 

Please provide them with the following information:

* **Account usernames**
* **Email addresses associated with each account**
* **Any other relevant details** 

I hope this helps!",3.671803299000203,86,58,23.421733953835975,4.893119812011719,3.178730010986328,0.8283123,0.8774334,0.8521656,0.3058823529411765,0.024096385542168676,0.21176470588235294,0.005294306808178315,17.96657346814788,,,,
Google Gemma-2-2B-IT,google/gemma-2-2b-it,2B,Google,14,Account Management,Medium,My account was suspended. How do I reactivate it?,"Please check your email for the suspension notice which details the reason and steps to appeal. If no email was received, contact support.","I understand your account was suspended. To reactivate it, please follow these steps:

1. **Check the reason for suspension:**  Review the email or notification you received for the specific reason. 
2. **Address the issue:**  If the suspension is due to a violation of our terms of service, take the necessary steps to rectify the situation.
3. **Contact our support team:** If you're unsure about the reason or how to resolve it, reach out to our support team for assistance. You can find their contact information on our website. 

Once you've addressed the issue, we will review your account and let you know if it's been reactivated.",6.189892701999952,145,106,23.425284892765678,4.8990373611450195,3.1787452697753906,0.82884085,0.89162153,0.8590858,0.2575757575757576,0.061538461538461535,0.16666666666666669,0.008126609730101037,30.324515608576657,,,,
Google Gemma-2-2B-IT,google/gemma-2-2b-it,2B,Google,15,Account Management,Easy,How do I update my profile picture and display name?,"Navigate to your profile settings, click on your profile picture to upload a new image, edit the name field, and click 'Save Changes'.","To update your profile picture and display name, follow these steps:

1. **Log in** to your account.
2. **Go to your profile page.** This is usually found by clicking on your profile icon in the top right corner of the website.
3. **Click on ""Edit Profile.""**
4. **Choose ""Change Profile Picture""** to upload a new image.
5. **Choose ""Change Display Name""** to enter your desired name.
6. **Save your changes.** 


Let me know if you have any other questions!",5.208857956999964,121,79,23.229660128741507,4.896492004394531,3.178752899169922,0.8382267,0.91263115,0.87384796,0.3921568627450981,0.22000000000000003,0.3137254901960784,0.06162321223470413,25.505131338477156,,,,
Google Gemma-2-2B-IT,google/gemma-2-2b-it,2B,Google,16,Account Management,Easy,How do I update the phone number registered to my account?,"Go to Account Settings, select Security, click 'Edit' next to your phone number, enter the new number, and verify it via the SMS code sent to you.","To update your phone number, please follow these steps:

1. **Log in** to your account on our website or app.
2. **Navigate** to your account settings.
3. **Locate** the ""Phone Number"" section.
4. **Enter** your new phone number and click ""Save"". 


If you need further assistance, please contact our customer support team.",3.6149027740000292,84,52,23.23713948938404,4.892921447753906,3.1787567138671875,0.8462943,0.8905753,0.8678703,0.37974683544303794,0.12987012987012989,0.27848101265822783,0.025389610591655683,17.687435314449836,,,,
Google Gemma-2-2B-IT,google/gemma-2-2b-it,2B,Google,17,Account Management,Hard,I need to transfer the ownership of my business account to a colleague.,"Go to Account Settings, navigate to Users or billing, and invite the new owner. Once they accept, you can assign them the 'Owner' role and downgrade your access.","I can help with that! To transfer ownership of your business account, you'll need to follow these steps:

1. **Contact your account administrator:** They will guide you through the process and ensure it's done correctly.
2. **Provide necessary information:** This may include your business details, the colleague's information, and any relevant account permissions.
3. **Complete the transfer process:** This may involve a form, a phone call, or an online process.

Please let me know if you have any other questions.",4.8316578870001194,113,80,23.38741745437599,4.89599609375,3.1787567138671875,0.82166815,0.8583689,0.83961767,0.21621621621621623,0.0,0.14414414414414417,0.0039240544574399286,23.655778141088962,,,,
Google Gemma-2-2B-IT,google/gemma-2-2b-it,2B,Google,18,Account Management,Easy,I am getting an error saying 'Username already exists' during signup.,"This means another user has registered that username. Please try a different username, or use your email address to sign up instead.","That's frustrating!  

The ""Username already exists"" error means someone else is already using that username.  

Here's what you can try:

* **Check for typos:** Double-check your username for any mistakes.
* **Try a different username:**  Come up with a new username that's unique.
* **Contact support:** If you've tried everything and still can't sign up, our support team can help. 


Let me know if you have any other questions!",4.721978089000004,110,69,23.29532198725116,4.895698547363281,3.1787757873535156,0.8052397,0.8966117,0.84847283,0.23404255319148937,0.10869565217391305,0.19148936170212763,0.009370997245916767,23.11738127099856,,,,
Google Gemma-2-2B-IT,google/gemma-2-2b-it,2B,Google,19,Orders & Delivery,Easy,Where is my order?,Track your order using the tracking number provided in your confirmation email.,"I can help you with that!  To find the location of your order, please provide me with your order number or email address. 😊",1.3481864819998464,31,24,22.993851676969665,4.886968612670898,3.1787796020507812,0.8691194,0.8956888,0.8822041,0.4,0.060606060606060615,0.2857142857142857,0.021042495247559002,6.588545021560448,,,,
Google Gemma-2-2B-IT,google/gemma-2-2b-it,2B,Google,20,Orders & Delivery,Easy,My package hasn't arrived yet.,"Check the tracking information. If the estimated delivery date has passed, contact customer support for assistance.","I understand your package hasn't arrived yet.  To help me investigate, could you please provide your tracking number?",1.1753720629999407,27,18,22.971449509431945,4.886869430541992,3.178783416748047,0.8641643,0.8775474,0.8708045,0.05714285714285714,0.0,0.05714285714285714,0.010802314890908065,5.743889804187487,,,,
Google Gemma-2-2B-IT,google/gemma-2-2b-it,2B,Google,21,Orders & Delivery,Medium,I received the wrong product in my order.,Contact customer support with your order number and photos of the received item to arrange a replacement or refund.,"I'm sorry to hear you received the wrong product.  

To help me resolve this, could you please provide me with:

* **Your order number**
* **The product you ordered**
* **The product you received** 

Once I have this information, I can start the process of getting you the correct item.",3.1662746199999674,73,50,23.05548594518335,4.891530990600586,3.178783416748047,0.82970095,0.88399196,0.8559865,0.2686567164179105,0.09230769230769229,0.20895522388059704,0.005484236895303142,15.487930428481935,,,,
Google Gemma-2-2B-IT,google/gemma-2-2b-it,2B,Google,22,Orders & Delivery,Medium,My package arrived damaged.,"Report the damage immediately, provide photos, and request a replacement or refund according to the return policy.","I'm sorry to hear your package arrived damaged.  

To help me assist you further, could you please provide me with:

* **Your order number:** 
* **A description of the damage:** 
* **A photo of the damaged package:** 

Once I have this information, I can guide you through the next steps for a resolution.",3.388743169999998,78,53,23.017383167459116,4.891630172729492,3.178783416748047,0.8049612,0.87121665,0.8367795,0.20588235294117646,0.030303030303030304,0.11764705882352941,0.005164611437214954,16.57647833800298,,,,
Google Gemma-2-2B-IT,google/gemma-2-2b-it,2B,Google,23,Orders & Delivery,Medium,Can I change my delivery address after placing the order?,Address changes may be possible before shipping. Contact customer support as soon as possible.,"Yes, you can change your delivery address after placing your order.  

Please contact our customer service team as soon as possible. We'll be happy to assist you with updating your address.",1.8286442390001412,42,31,22.967835462060457,4.888654708862305,3.178783416748047,0.87920487,0.93142104,0.9045601,0.391304347826087,0.13636363636363635,0.30434782608695654,0.08309327583315261,8.939610269821966,,,,
Google Gemma-2-2B-IT,google/gemma-2-2b-it,2B,Google,24,Orders & Delivery,Hard,"My order shows delivered, but I never received it.","Verify the delivery address, check with neighbours or your building reception, and contact customer support to investigate with the courier.","I understand your concern.  To help me investigate, could you please provide your order number?",0.9603786079999281,22,15,22.907632278291693,4.88667106628418,3.178783416748047,0.8610998,0.85477734,0.85792696,0.17142857142857143,0.0,0.17142857142857143,0.009471073335823832,4.693054356391525,,,,
Google Gemma-2-2B-IT,google/gemma-2-2b-it,2B,Google,25,Orders & Delivery,Medium,My order was split into multiple shipments. Why?,Orders are sometimes split if items are stocked in different warehouses or if some items are backordered. You can track each shipment separately using the tracking links provided.,"Hi there! 

Your order was split into multiple shipments because [**explain the reason, e.g., ""the items are from different suppliers"", ""the order is large and heavy"", ""we are experiencing high demand and need to ship in stages""**]. 

Is there anything else I can help you with?",2.9970229099999415,69,46,23.02284702922119,4.891233444213867,3.178783416748047,0.82614887,0.8786129,0.8515735,0.2933333333333334,0.0273972602739726,0.18666666666666665,0.011955001291462567,14.65913869046688,,,,
Google Gemma-2-2B-IT,google/gemma-2-2b-it,2B,Google,26,Orders & Delivery,Easy,How do I cancel my order?,"Go to 'My Orders' in your account, and if the order hasn't shipped yet, click the 'Cancel Order' button. If it has shipped, you will need to initiate a return once it arrives.","I can help with that! To cancel your order, please follow these steps:

1. **Log in** to your account on our website.
2. **Go to your order history.**
3. **Locate the order you wish to cancel.**
4. **Click on the ""Cancel Order"" button.** 
5. **Confirm your cancellation.**

If you're having trouble, please contact our customer service team at [phone number] or [email address].",4.368209590000106,101,63,23.121601177565648,4.894111633300781,3.1788711547851562,0.8318746,0.88022596,0.8553676,0.32653061224489793,0.125,0.2857142857142857,0.008649065093680087,21.378505371115555,,,,
Google Gemma-2-2B-IT,google/gemma-2-2b-it,2B,Google,27,Orders & Delivery,Medium,"I requested a cancellation, but my order shipped anyway.","If an order is already in the fulfillment pipeline, it cannot be canceled. Please refuse the delivery or use the provided return label to return the package for a refund once it arrives.","I understand your frustration.  To help me investigate this, could you please provide your order number?  I'll look into the details and see what options we have available.",1.6885738360001596,39,28,23.09641377150671,4.888357162475586,3.178882598876953,0.84035444,0.8395153,0.83993465,0.16129032258064518,0.0,0.0967741935483871,0.006681071581248927,8.254352005580255,,,,
Google Gemma-2-2B-IT,google/gemma-2-2b-it,2B,Google,28,Orders & Delivery,Medium,Why was I charged customs fees for my international delivery?,International shipments may be subject to customs duties and import taxes set by the destination country's government. These fees are the responsibility of the recipient.,"Customs fees are typically charged for international deliveries due to import regulations and taxes. These fees vary depending on the country of destination and the value of the goods. 

**Here's why you might be charged:**

* **Import duties:** These are taxes levied by the importing country on goods brought into their territory.
* **Value-added tax (VAT):**  A consumption tax added to goods and services within a country.
* **Other fees:**  Some countries may have additional fees for processing or handling international shipments.

**To get more specific information:**

* **Check your order confirmation:** It may provide details about the customs fees.
* **Contact the shipping carrier:** They can provide information about the specific fees charged",6.509428049000007,150,114,23.04349919391817,4.899467468261719,3.1789016723632812,0.82016784,0.90622294,0.86105055,0.30656934306569344,0.07407407407407407,0.1605839416058394,0.00795085657699815,31.892730963065887,,,,
Google Gemma-2-2B-IT,google/gemma-2-2b-it,2B,Google,29,Orders & Delivery,Easy,My tracking link hasn't updated in three days.,"Couriers sometimes miss scans during transit. If the status does not update for more than 5 business days, please contact support so we can file an inquiry with the carrier.","I understand your concern.  To help me investigate, could you please provide the tracking number? 

Once I have that, I can check the status of your shipment and provide an update.",1.8266501660000358,42,31,22.992908429735515,4.888654708862305,3.1789016723632812,0.85006845,0.84838897,0.8492279,0.22950819672131148,0.03389830508474576,0.09836065573770492,0.016789125215525624,8.929861935460186,,,,
Google Gemma-2-2B-IT,google/gemma-2-2b-it,2B,Google,30,Orders & Delivery,Medium,The courier refused to deliver my package. What should I do?,This can happen if the delivery requires a signature or if access is restricted. Contact the courier using your tracking ID to schedule a redelivery or hold at a pickup location.,"I'm sorry to hear your package was refused.  Let's figure this out!  

To help me guide you, could you tell me:

* **What courier company was it?** (e.g., FedEx, UPS, USPS)
* **What was the reason for the refusal?** (e.g., incorrect address, no one home, package too large)
* **What is the tracking number?**

Once I have this information, I can provide you with the best course of action.",4.898853694000081,112,69,22.862491308359154,4.8957977294921875,3.178924560546875,0.80370134,0.8506847,0.82652587,0.17821782178217824,0.0,0.099009900990099,0.004431271006658827,23.983796792200014,,,,
Google Gemma-2-2B-IT,google/gemma-2-2b-it,2B,Google,31,Orders & Delivery,Hard,My package is being returned to sender due to an incorrect address.,"Once the package returns to our warehouse, we will issue a refund or reship the order. Please contact support to provide the correct address and arrange the reshipment.","I'm sorry to hear your package is being returned.  

To help me get this sorted out, could you please provide me with:

* **Your order number:** This will help me locate your specific order.
* **The address the package was sent to:** This will help me understand the issue. 

Once I have this information, I can guide you through the next steps to get your package delivered.",3.874055261999956,89,67,22.973342913558316,4.893516540527344,3.178924560546875,0.83790505,0.87533593,0.8562116,0.3191489361702128,0.043478260869565216,0.1702127659574468,0.008793669802561379,18.95775350351378,,,,
Google Gemma-2-2B-IT,google/gemma-2-2b-it,2B,Google,32,Orders & Delivery,Medium,An item is missing from the package I received.,"Please verify if your order was split into multiple shipments. If not, contact support with your order number and a photo of the packing slip to get the missing item shipped.","I'm sorry to hear that an item is missing from your package.  

To help me investigate this, could you please provide me with:

* **Your order number:**
* **A description of the missing item:**
* **A photo of the package and contents (if possible):**

Once I have this information, I can look into the issue and get it resolved for you.",3.6965686000000915,85,61,22.994298009239674,4.892822265625,3.178924560546875,0.8276878,0.88587683,0.85579437,0.4000000000000001,0.18181818181818182,0.2222222222222222,0.023154497083563267,18.086653152490683,,,,
Google Gemma-2-2B-IT,google/gemma-2-2b-it,2B,Google,33,Orders & Delivery,Medium,Can I schedule a specific date and time for my delivery?,"Standard shipping does not support scheduled delivery windows. You can manage your delivery options directly through the courier's tracking page (e.g., FedEx Delivery Manager).","Yes, you can!  Please let me know your preferred date and time, and I'll do my best to accommodate your request.",1.338292231999958,31,21,23.163849612780965,4.887662887573242,3.178924560546875,0.86313903,0.8332262,0.84791887,0.12499999999999997,0.043478260869565216,0.12499999999999997,0.007918430003499762,6.5411212750737535,,,,
Google Gemma-2-2B-IT,google/gemma-2-2b-it,2B,Google,34,Orders & Delivery,Hard,I won't be home to sign for my package. Can I waive the signature?,High-value shipments require a signature for security. You can authorize a release or redirect the package to a local courier pickup point using their tracking app.,"Yes, you can usually waive a signature requirement.  

**Here's what you can do:**

* **Check your shipping carrier's website:**  Most carriers have options to request a signature waiver. 
* **Contact the shipping carrier:**  They can provide specific instructions and confirm if your request is possible. 
* **Provide alternative instructions:**  If you can't be home, let the carrier know where you'll be and when you expect to be available. 

**Important:**  Be aware that some items may require a signature for security reasons.",5.27929968400008,122,81,23.10912569895287,4.897285461425781,3.178936004638672,0.80908376,0.8783946,0.8423158,0.20183486238532114,0.09345794392523364,0.14678899082568808,0.03410156144774129,25.85423758896331,,,,
